synthetic_record_id,internal_project_id,record_mode,enrichment_source,synthetic_as_of_date,scenario_type,demo_case_id,mixed_signals,overlap_group_id,anomaly_notes,synthetic_disclaimer,real_state,real_constituency,real_category,real_work_description,real_allocation_amount,real_recommended_date,real_status,real_lifecycle_stage,real_ida,real_city,real_block,real_village,real_mp_name,real_house,implementing_district,implementing_agency,vendor_name,sanction_date,planned_start_date,planned_completion_date,actual_start_date,actual_completion_date,sanctioned_amount,expenditure_amount,latitude,longitude,coordinate_source,project_area,physical_progress_percent,milestone_number,milestone_amount,milestone_total_amount
synthetic:enr:26102:005507,internal:8dc74a3ff33665b8066982dcda45cc314d7363b979c7b56733fbbf993b6391d3,HYBRID,SYNTHETIC,2024-06-30,EVIDENCE_GHOST,,,,SYNTHETIC EVIDENCE/GHOST: completed claim with coordinates far from the real state.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,MACHHLISHAHR(SC),Normal/Others,WS/MP469/2023-2024/30376 - Lighting of public spaces,26650,2023-10-02,Completed,COMPLETED,DISTRICT MAGISTRAE VARANASI_IDA,,BARAGAON,Badagaon Second Nza,BP Saroj Bholanath,Lok Sabha,VARANASI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE VARANASI_IDA,SYNTHETIC VARANASI Lighting Works Contractor,2023-10-12,2023-11-02,2023-12-15,2023-11-08,2023-12-09,26650,25443,10.053964,68.378871,SYNTHETIC implausible offshore coordinates for GHOST prototype case; not official GPS,"SYNTHETIC Lighting site near Badagaon Second Nza, Uttar Pradesh",100,3,8481,25443
synthetic:enr:26102:005508,internal:8dd16143cf9d43439b19f414ad54b8d9289d93b73b1fafd4f284f14c7ef71fcf,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,KAUSHAMBI(SC),Normal/Others,WS/MP399/2023-2024/80208 - Lighting of public spaces,178000,2024-01-11,Ongoing,ONGOING,DISTRICT MAGISTRAE KAUSHAMBI_IDA,,Sirathu,Dhumai,Shri Vinod Kumar Sonkar,Lok Sabha,KAUSHAMBI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE KAUSHAMBI_IDA,SYNTHETIC KAUSHAMBI Lighting Works Constructions,2024-02-18,2024-02-29,2024-08-15,2024-03-04,,178000,61002,27.099648,80.657137,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Dhumai, Uttar Pradesh",36,3,20334,61002
synthetic:enr:26102:005509,internal:8dd765457d9e419b69834e472782905e1cc8b248897b21eb7dc8164251378588,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,RAMANATHAPURAM,Normal/Others,WS/MP746/2023-2024/60920 - Lighting of public spaces,400000,2023-12-12,Completed,COMPLETED,DISTRICT COLLECTOR PUDUKKOTTAI_IDA,,MANALMELKUDI,Perumarudur,Kani K Navas,Lok Sabha,PUDUKKOTTAI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR PUDUKKOTTAI_IDA,SYNTHETIC PUDUKKOTTAI Lighting Works Constructions,2024-01-01,2024-01-15,2024-03-02,2024-01-18,2024-03-02,400000,616450,11.37859,78.62068,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Perumarudur, Tamil Nadu",100,2,287491,574983
synthetic:enr:26102:005510,internal:8ddc3090bec59b126e6be9e249f4f4c2a64c758b1f542d7ac17ddfef9b1a8b80,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,BULANDSHAHR(SC),Normal/Others,WS/MP814/2023-2024/3791 - Lighting of public spaces,152000,2023-07-15,Sanctioned,FUTURE,DISTRICT MAGISTRATE BULANDSHAHR_IDA,,SHIKARPUR,Ghungravali Banvaripur,Bhola Singh,Lok Sabha,BULANDSHAHR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BULANDSHAHR_IDA,SYNTHETIC BULANDSHAHR Lighting Works Constructions,2023-08-20,2024-06-23,2024-07-31,,,152000,244052,26.684158,81.142868,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Ghungravali Banvaripur, Uttar Pradesh",0,4,44222,176889
synthetic:enr:26102:005511,internal:8ddeea8b4e0b089253c9f593b9e07fad1af73eec0e6e0978353d177853842e6d,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Himachal Pradesh,HAMIRPUR_HP,Normal/Others,"WS/MP517/2023-2024/39395 - Construction of roads, link roads, pathways or any other road with or without drainage system",250000,2023-10-21,Sanctioned,FUTURE,DEPUTY COMMISSIONER HAMIRPUR_IDA,,BHORANJ,Bagwar (42/114),Anurag Singh Thakur,Lok Sabha,HAMIRPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER HAMIRPUR_IDA,SYNTHETIC HAMIRPUR Roadworks Constructions,2023-11-13,2023-11-20,2024-01-17,2023-11-20,,250000,24750,30.793901,77.486511,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Bagwar (42/114), Himachal Pradesh",11,,,
synthetic:enr:26102:005512,internal:8de169a8300966193a04319f95df3b2b98484fe637241911ae111ce0ff62eb1d,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,BARABANKI(SC),Normal/Others,WS/MP811/2023-2024/27436 - Lighting of public spaces,20000,2023-09-27,Sanctioned,FUTURE,DISTRICT MAGISTRATE BARABANKI_IDA,Belhara,,,Upendra Singh Rawat,Lok Sabha,BARABANKI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BARABANKI_IDA,SYNTHETIC BARABANKI Lighting Works Constructions,2023-10-24,2024-06-23,2024-08-15,,,20000,27603,26.598704,80.915523,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Belhara, Uttar Pradesh",0,3,8026,24078
synthetic:enr:26102:005513,internal:8def2ff5e4047b76b76d38ab749ea8fc40159935c15a092d5750fe63128228e8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP193/2023-2024/22698 - Lighting of public spaces,224425,2023-09-18,Completed,COMPLETED,DISTRICT MAGISTRAE GHAZIABAD_IDA,Ghaziabad,,,SHRI Anil Agarwal,Rajya Sabha,GHAZIABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE GHAZIABAD_IDA,SYNTHETIC GHAZIABAD Lighting Works Constructions,2023-10-02,2023-10-16,2024-01-02,2023-10-17,2024-01-08,224425,204012,26.502571,80.596245,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Ghaziabad, Uttar Pradesh",100,4,51003,204012
synthetic:enr:26102:005514,internal:8dff442f2da4155ade6aac601ad028e7b21ddb1b23b8a3cbc74134e3ec1b9e05,HYBRID,SYNTHETIC,2024-06-30,OVERLAP,,,synthetic:overlap:26102:0201,SYNTHETIC OVERLAP group: nearby coordinates and shared vendor for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Rajasthan,RAJSAMAND,Normal/Others,WS/MP383/2023-2024/16937 - Construction of buildings for community cultural activities,500000,2023-09-06,Unsanctioned,FUTURE,DISTRICT COLLECTOR RAJSAMAND_IDA,,RAILMAGRA,Jeetawas,Smt Kumari Diya,Lok Sabha,RAJSAMAND [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR RAJSAMAND_IDA,SYNTHETIC Surguja General Works Constructions,,,,,,,,20.962683,81.609891,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Building site near Jeetawas, Rajasthan",0,,,
synthetic:enr:26102:005515,internal:8dff5e7639da0d496466b3d2e7e7d5af7c7083290f2c2bfe3e18ed467df979ee,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jharkhand,DHANBAD,Normal/Others,"WS/MP434/2023-2024/19050 - Construction of roads, approach roads, link roads and pathways",350000,2023-09-12,Sanctioned,FUTURE,DEPUTY COMMISSIONER DHANBAD_IDA,Dhanbad,,,Pashupati Nath Singh,Lok Sabha,DHANBAD [SYNTHETIC],SYNTHETIC implementing unit attached to DEPUTY COMMISSIONER DHANBAD_IDA,SYNTHETIC DHANBAD Roadworks Constructions,2023-09-27,2023-10-05,2024-02-18,2023-10-05,,350000,15750,23.956056,85.199856,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Dhanbad, Jharkhand",5,,,
synthetic:enr:26102:005516,internal:8e158e03e79f75d11a9372329dc487b0d8c4b21771b41db5ea76a594ff921f66,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Tamil Nadu,KANNIYAKUMARI,Normal/Others,NA - Development of public parks,400000,2023-09-21,Unsanctioned,FUTURE,DISTRICT COLLECTOR KANNIYAKUMARI_IDA,Vellimalai,,,vijayakumar Vasanth,Lok Sabha,KANNIYAKUMARI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR KANNIYAKUMARI_IDA,SYNTHETIC KANNIYAKUMARI General Works Agency,,,,,,,,10.793475,78.74401,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Other site near Vellimalai, Tamil Nadu",0,,,
synthetic:enr:26102:005517,internal:8e19c0253ea7005d657cbdaf419c888d241f9f12fd4067ad4d6c60d3a18430c9,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,NAGINA(SC),Normal/Others,WS/MP790/2023-2024/4816 - Lighting of public spaces,166400,2023-07-19,Sanctioned,FUTURE,DISTRICT MAGISTRATE BIJNOR_IDA,,HALDAUR(KHARI JHALU),Gangora Shekh,Girish Chandra,Lok Sabha,BIJNOR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE BIJNOR_IDA,SYNTHETIC BIJNOR Lighting Works Agency,2023-07-29,2023-08-18,2024-04-07,2023-08-18,,166400,25459,26.611228,80.923645,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Gangora Shekh, Uttar Pradesh",17,,,
synthetic:enr:26102:005518,internal:8e1a41fff4d3be820ea322959487a32ca77d6fe49b5720a7f8dccbb059344ee8,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,SASARAM(SC),Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",500000,2023-07-20,Unsanctioned,FUTURE,DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA,,CHAND,Chand,Chhedi Paswan,Lok Sabha,KAIMUR BHABUA [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER KAIMUR BHABUA_IDA,SYNTHETIC KAIMUR BHABUA Roadworks Agency,,,,,,,,24.87846,85.377399,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Chand, Bihar",0,,,
synthetic:enr:26102:005519,internal:8e23989024d7f6599d09f1d9233731f7f60c20d1f39d56b28c602d9d9897af9e,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Odisha,JAGATSINGHPUR(SC),Normal/Others,"NA - Construction of roads, link roads, pathways or any other road with or without drainage system",300000,2024-02-18,Unsanctioned,FUTURE,DISTRICT COLLECTOR JAGATSINGHPUR_IDA,,Tirtol,Krushnanandapur (Ct),Smt Rajashree Mallick,Lok Sabha,JAGATSINGHPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR JAGATSINGHPUR_IDA,SYNTHETIC JAGATSINGHPUR Roadworks Constructions,,,,,,,,21.104333,85.106536,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Krushnanandapur (Ct), Odisha",0,,,
synthetic:enr:26102:005520,internal:8e29b2bd4cecf4adbf30d81df0710ce633ec4e2e481c7d56b8fb05e47b230928,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,Sitting Rajya Sabha,Normal/Others,WS/MP193/2023-2024/2664 - Lighting of public spaces,224425,2023-07-06,Completed,COMPLETED,DISTRICT MAGISTRAE GHAZIABAD_IDA,Ghaziabad,,,SHRI Anil Agarwal,Rajya Sabha,GHAZIABAD [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE GHAZIABAD_IDA,SYNTHETIC GHAZIABAD Lighting Works Contractor,2023-07-17,2023-07-29,2023-09-07,2023-08-04,2023-08-29,224425,219445,27.024148,81.243729,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Ghaziabad, Uttar Pradesh",100,2,109722,219445
synthetic:enr:26102:005521,internal:8e2d1bbc107fdf895646c5b775a01e78ad0f58361e5629e3ad244f9881d417a4,HYBRID,SYNTHETIC,2024-06-30,COST_ANOMALY,,,,SYNTHETIC COST_ANOMALY/OVERBILL signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Jammu And Kashmir,Nominated Rajya Sabha,Normal/Others,WS/MP839/2023-2024/34049 - Lighting of public spaces,243000,2023-10-07,Sanctioned,FUTURE,DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,,BHAWAL KHERA,Daudpur Rudrapur,Gulam Ali (NRS),Rajya Sabha,SHAHJAHANAPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA,SYNTHETIC SHAHJAHANAPUR Lighting Works Contractor,2023-11-12,2024-06-23,2024-08-17,,,243000,374955,33.577992,75.361173,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Daudpur Rudrapur, Jammu And Kashmir",0,4,76676,306704
synthetic:enr:26102:005522,internal:8e305e493e1466b400c552d337b7613429d1eb8d812147e0f98f142005a348ca,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Bihar,KISHANGANJ,Normal/Others,WS/MP319/2023-2024/39454 - Lighting of public spaces,839098,2023-10-21,Sanctioned,FUTURE,DISTRICT PLANNING OFFICER KISHANGANJ_IDA,,BAHADURGANJ,Bhatabari,Dr Mohammad Jawed,Lok Sabha,KISHANGANJ [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT PLANNING OFFICER KISHANGANJ_IDA,SYNTHETIC KISHANGANJ Lighting Works Contractor,2023-11-04,2023-11-23,2024-02-02,2023-11-23,,839098,98174,25.443619,85.27944,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Bhatabari, Bihar",13,,,
synthetic:enr:26102:005523,internal:8e3af8c50bdd6a8b13320976db864c0df515a0f985a6aa4b29263060348d5efa,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Gujarat,SABARKANTHA,Normal/Others,"WS/MP576/2023-2024/25010 - Construction of roads, approach roads, link roads and pathways",250000,2023-09-23,Completed,COMPLETED,DISTRICT COLLECTOR ARVALLI_IDA,,BAYAD,Vasadara,Dipsinh Shankarsinh Rathod,Lok Sabha,ARVALLI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR ARVALLI_IDA,SYNTHETIC ARVALLI Roadworks Constructions,2023-10-10,2023-10-20,2024-06-13,2023-10-21,2024-06-24,250000,230990,22.440511,71.090798,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Vasadara, Gujarat",100,4,57747,230990
synthetic:enr:26102:005524,internal:8e3c97f84c06aae5f0592a83a592cd801e5e6c1d53f39421ac81535a4d968e31,HYBRID,SYNTHETIC,2024-06-30,TIME_ANOMALY,,,,SYNTHETIC TIME_ANOMALY/STUCK signal for prototype testing; not a legal finding.,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Maharashtra,PARBHANI,Normal/Others,"WS/MP681/2023-2024/38893 - Construction of roads, approach roads, link roads and pathways",500000,2023-10-20,Sanctioned,FUTURE,DISTRICT COLLECTOR PARBHANI_IDA,,GANGAKHED,Makhani,Sanjay Haribhau Jadhav,Lok Sabha,PARBHANI [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT COLLECTOR PARBHANI_IDA,SYNTHETIC PARBHANI Roadworks Constructions,2023-11-22,2023-12-07,2024-04-22,2023-12-07,,500000,72000,19.795141,75.861043,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Road site near Makhani, Maharashtra",16,,,
synthetic:enr:26102:005525,internal:8e3e895b007a670971ab0a5ccd211d2e3abe453691ee1f19b90ec3ef70febbe3,HYBRID,SYNTHETIC,2024-06-30,NORMAL,,,,,"SYNTHETIC prototype enrichment. Not an official MPLADS field or dataset. Linked to a real work only via internal_project_id. Do not treat district, agency, vendor, coordinates, dates, or expenditure as government values.",Uttar Pradesh,MACHHLISHAHR(SC),Normal/Others,WS/MP469/2023-2024/11417 - Lighting of public spaces,178000,2023-08-20,Sanctioned,FUTURE,DISTRICT MAGISTRATE JAUNPUR_IDA,,RAM PUR,Sikraur,BP Saroj Bholanath,Lok Sabha,JAUNPUR [SYNTHETIC],SYNTHETIC implementing unit attached to DISTRICT MAGISTRATE JAUNPUR_IDA,SYNTHETIC JAUNPUR Lighting Works Agency,2023-09-13,2024-06-23,2024-08-28,,,178000,0,26.545927,80.825197,SYNTHETIC approximate location from real state/constituency; not official GPS,"SYNTHETIC Lighting site near Sikraur, Uttar Pradesh",0,,,
